Date,Open,High,Low,Close,Adj Close,Volume
2019-04-04,28.542999,28.542999,28.542999,28.542999,28.542999,0
2019-04-05,28.658600,28.658600,28.658600,28.658600,28.658600,0
2019-04-08,28.590300,28.590300,28.590300,28.590300,28.590300,0
2019-04-09,28.393801,28.393801,28.393801,28.393801,28.393801,0
2019-04-10,28.550100,28.550100,28.550100,28.550100,28.550100,0
2019-04-11,28.495501,28.495501,28.495501,28.495501,28.495501,0
2019-04-12,28.581699,28.581699,28.581699,28.581699,28.581699,0
2019-04-15,28.575001,28.575001,28.575001,28.575001,28.575001,0
2019-04-16,28.613400,28.613400,28.613400,28.613400,28.613400,0
2019-04-17,28.543699,28.543699,28.543699,28.543699,28.543699,0
2019-04-18,28.739300,28.739300,28.739300,28.739300,28.739300,0
2019-04-23,29.117800,29.117800,29.117800,29.117800,29.117800,0
2019-04-24,29.065500,29.065500,29.065500,29.065500,29.065500,0
2019-04-25,29.207001,29.207001,29.207001,29.207001,29.207001,0
2019-04-26,29.295700,29.295700,29.295700,29.295700,29.295700,0
2019-04-29,29.318100,29.318100,29.318100,29.318100,29.318100,0
2019-04-30,29.239201,29.239201,29.239201,29.239201,29.239201,0
2019-05-02,29.019800,29.019800,29.019800,29.019800,29.019800,0
2019-05-03,29.290899,29.290899,29.290899,29.290899,29.290899,0
2019-05-06,29.141399,29.141399,29.141399,29.141399,29.141399,0
2019-05-07,28.678200,28.678200,28.678200,28.678200,28.678200,0
2019-05-08,28.596800,28.596800,28.596800,28.596800,28.596800,0
2019-05-09,28.447100,28.447100,28.447100,28.447100,28.447100,0
2019-05-10,28.523001,28.523001,28.523001,28.523001,28.523001,0
2019-05-13,27.836901,27.836901,27.836901,27.836901,27.836901,0
2019-05-14,28.140100,28.140100,28.140100,28.140100,28.140100,0
2019-05-15,28.322001,28.322001,28.322001,28.322001,28.322001,0
2019-05-16,28.649599,28.649599,28.649599,28.649599,28.649599,0
2019-05-17,28.534100,28.534100,28.534100,28.534100,28.534100,0
2019-05-20,28.327400,28.327400,28.327400,28.327400,28.327400,0
2019-05-21,28.525999,28.525999,28.525999,28.525999,28.525999,0
2019-05-22,28.515699,28.515699,28.515699,28.515699,28.515699,0
2019-05-23,28.187901,28.187901,28.187901,28.187901,28.187901,0
2019-05-24,28.093100,28.093100,28.093100,28.093100,28.093100,0
2019-05-27,28.122601,28.122601,28.122601,28.122601,28.122601,0
2019-05-28,27.931801,27.931801,27.931801,27.931801,27.931801,0
2019-05-29,27.817101,27.817101,27.817101,27.817101,27.817101,0
2019-05-30,27.918200,27.918200,27.918200,27.918200,27.918200,0
2019-05-31,27.511499,27.511499,27.511499,27.511499,27.511499,0
2019-06-03,27.293501,27.293501,27.293501,27.293501,27.293501,0
2019-06-04,27.800900,27.800900,27.800900,27.800900,27.800900,0
2019-06-05,27.957701,27.957701,27.957701,27.957701,27.957701,0
2019-06-06,28.083200,28.083200,28.083200,28.083200,28.083200,0
2019-06-07,28.241899,28.241899,28.241899,28.241899,28.241899,0
2019-06-11,28.421400,28.421400,28.421400,28.421400,28.421400,0
2019-06-12,28.348600,28.348600,28.348600,28.348600,28.348600,0
2019-06-13,28.591700,28.591700,28.591700,28.591700,28.591700,0
2019-06-14,28.669001,28.669001,28.669001,28.669001,28.669001,0
2019-06-17,28.692600,28.692600,28.692600,28.692600,28.692600,0
2019-06-18,29.076900,29.076900,29.076900,29.076900,29.076900,0
2019-06-19,29.085501,29.085501,29.085501,29.085501,29.085501,0
2019-06-20,29.167000,29.167000,29.167000,29.167000,29.167000,0
2019-06-21,29.054899,29.054899,29.054899,29.054899,29.054899,0
2019-06-24,28.828899,28.828899,28.828899,28.828899,28.828899,0
2019-06-25,28.572399,28.572399,28.572399,28.572399,28.572399,0
2019-06-26,28.551901,28.551901,28.551901,28.551901,28.551901,0
2019-06-27,28.684200,28.684200,28.684200,28.684200,28.684200,0
2019-06-28,28.800301,28.800301,28.800301,28.800301,28.800301,0
2019-07-01,29.183901,29.183901,29.183901,29.183901,29.183901,0
2019-07-02,29.346500,29.346500,29.346500,29.346500,29.346500,0
2019-07-03,29.611601,29.611601,29.611601,29.611601,29.611601,0
2019-07-04,29.610001,29.610001,29.610001,29.610001,29.610001,0
2019-07-05,29.715200,29.715200,29.715200,29.715200,29.715200,0
2019-07-08,29.589800,29.589800,29.589800,29.589800,29.589800,0
2019-07-09,29.656500,29.656500,29.656500,29.656500,29.656500,0
2019-07-10,29.672501,29.672501,29.672501,29.672501,29.672501,0
2019-07-11,29.735100,29.735100,29.735100,29.735100,29.735100,0
2019-07-12,29.875200,29.875200,29.875200,29.875200,29.875200,0
2019-07-15,29.854700,29.854700,29.854700,29.854700,29.854700,0
2019-07-16,29.855700,29.855700,29.855700,29.855700,29.855700,0
2019-07-17,29.655300,29.655300,29.655300,29.655300,29.655300,0
