Date,Open,High,Low,Close,Adj Close,Volume
2019-04-04,232.748596,232.748596,232.748596,232.748596,232.748596,0
2019-04-05,233.669006,233.669006,233.669006,233.669006,233.669006,0
2019-04-08,232.797104,232.797104,232.797104,232.797104,232.797104,0
2019-04-09,232.974197,232.974197,232.974197,232.974197,232.974197,0
2019-04-10,232.938599,232.938599,232.938599,232.938599,232.938599,0
2019-04-11,233.169800,233.169800,233.169800,233.169800,233.169800,0
2019-04-12,231.994904,231.994904,231.994904,231.994904,231.994904,0
2019-04-15,232.363098,232.363098,232.363098,232.363098,232.363098,0
2019-04-16,232.237000,232.237000,232.237000,232.237000,232.237000,0
2019-04-17,232.204102,232.204102,232.204102,232.204102,232.204102,0
2019-04-18,233.838501,233.838501,233.838501,233.838501,233.838501,0
2019-04-23,234.497406,234.497406,234.497406,234.497406,234.497406,0
2019-04-24,235.244293,235.244293,235.244293,235.244293,235.244293,0
2019-04-25,235.605606,235.605606,235.605606,235.605606,235.605606,0
2019-04-26,236.470703,236.470703,236.470703,236.470703,236.470703,0
2019-04-29,236.193497,236.193497,236.193497,236.193497,236.193497,0
2019-04-30,235.646103,235.646103,235.646103,235.646103,235.646103,0
2019-05-02,234.795197,234.795197,234.795197,234.795197,234.795197,0
2019-05-03,235.779205,235.779205,235.779205,235.779205,235.779205,0
2019-05-06,235.057999,235.057999,235.057999,235.057999,235.057999,0
2019-05-07,236.528595,236.528595,236.528595,236.528595,236.528595,0
2019-05-08,235.879700,235.879700,235.879700,235.879700,235.879700,0
2019-05-09,234.666199,234.666199,234.666199,234.666199,234.666199,0
2019-05-10,235.021606,235.021606,235.021606,235.021606,235.021606,0
2019-05-13,235.534805,235.534805,235.534805,235.534805,235.534805,0
2019-05-14,236.008499,236.008499,236.008499,236.008499,236.008499,0
2019-05-15,236.652695,236.652695,236.652695,236.652695,236.652695,0
2019-05-16,237.099396,237.099396,237.099396,237.099396,237.099396,0
2019-05-17,237.574799,237.574799,237.574799,237.574799,237.574799,0
2019-05-20,236.341507,236.341507,236.341507,236.341507,236.341507,0
2019-05-21,235.797607,235.797607,235.797607,235.797607,235.797607,0
2019-05-22,236.796204,236.796204,236.796204,236.796204,236.796204,0
2019-05-23,237.516800,237.516800,237.516800,237.516800,237.516800,0
2019-05-24,236.411697,236.411697,236.411697,236.411697,236.411697,0
2019-05-27,236.838104,236.838104,236.838104,236.838104,236.838104,0
2019-05-28,237.606995,237.606995,237.606995,237.606995,237.606995,0
2019-05-29,238.130005,238.130005,238.130005,238.130005,238.130005,0
2019-05-30,239.142395,239.142395,239.142395,239.142395,239.142395,0
2019-05-31,239.681396,239.681396,239.681396,239.681396,239.681396,0
2019-06-03,239.156906,239.156906,239.156906,239.156906,239.156906,0
2019-06-04,237.967804,237.967804,237.967804,237.967804,237.967804,0
2019-06-05,237.414200,237.414200,237.414200,237.414200,237.414200,0
2019-06-06,236.983505,236.983505,236.983505,236.983505,236.983505,0
2019-06-07,236.514893,236.514893,236.514893,236.514893,236.514893,0
2019-06-11,236.766403,236.766403,236.766403,236.766403,236.766403,0
2019-06-12,236.910706,236.910706,236.910706,236.910706,236.910706,0
2019-06-13,238.222702,238.222702,238.222702,238.222702,238.222702,0
2019-06-14,239.387207,239.387207,239.387207,239.387207,239.387207,0
2019-06-17,239.422607,239.422607,239.422607,239.422607,239.422607,0
2019-06-18,240.920898,240.920898,240.920898,240.920898,240.920898,0
2019-06-19,240.949493,240.949493,240.949493,240.949493,240.949493,0
2019-06-20,240.249603,240.249603,240.249603,240.249603,240.249603,0
2019-06-21,239.174301,239.174301,239.174301,239.174301,239.174301,0
2019-06-24,238.628204,238.628204,238.628204,238.628204,238.628204,0
2019-06-25,238.912399,238.912399,238.912399,238.912399,238.912399,0
2019-06-26,238.510696,238.510696,238.510696,238.510696,238.510696,0
2019-06-27,239.215302,239.215302,239.215302,239.215302,239.215302,0
2019-06-28,239.047302,239.047302,239.047302,239.047302,239.047302,0
2019-07-01,240.569901,240.569901,240.569901,240.569901,240.569901,0
2019-07-02,241.772400,241.772400,241.772400,241.772400,241.772400,0
2019-07-03,242.512299,242.512299,242.512299,242.512299,242.512299,0
2019-07-04,242.609207,242.609207,242.609207,242.609207,242.609207,0
2019-07-05,243.751404,243.751404,243.751404,243.751404,243.751404,0
2019-07-08,242.842896,242.842896,242.842896,242.842896,242.842896,0
2019-07-09,242.835999,242.835999,242.835999,242.835999,242.835999,0
2019-07-10,241.881393,241.881393,241.881393,241.881393,241.881393,0
2019-07-11,241.122299,241.122299,241.122299,241.122299,241.122299,0
2019-07-12,241.151794,241.151794,241.151794,241.151794,241.151794,0
2019-07-15,241.467804,241.467804,241.467804,241.467804,241.467804,0
2019-07-16,241.995193,241.995193,241.995193,241.995193,241.995193,0
2019-07-17,242.712906,242.712906,242.712906,242.712906,242.712906,0
2019-07-18,243.175507,243.175507,243.175507,243.175507,243.175507,0
2019-07-19,242.982697,242.982697,242.982697,242.982697,242.982697,0
2019-07-22,243.169205,243.169205,243.169205,243.169205,243.169205,0
2019-07-23,244.641403,244.641403,244.641403,244.641403,244.641403,0
2019-07-24,245.140396,245.140396,245.140396,245.140396,245.140396,0
2019-07-25,244.661301,244.661301,244.661301,244.661301,244.661301,0
2019-07-26,245.494797,245.494797,245.494797,245.494797,245.494797,0
2019-07-29,245.522705,245.522705,245.522705,245.522705,245.522705,0
2019-07-30,245.377808,245.377808,245.377808,245.377808,245.377808,0
2019-07-31,245.940201,245.940201,245.940201,245.940201,245.940201,0
2019-08-01,249.199600,249.199600,249.199600,249.199600,249.199600,0
2019-08-02,248.610306,248.610306,248.610306,248.610306,248.610306,0
2019-08-05,247.915100,247.915100,247.915100,247.915100,247.915100,0
2019-08-06,248.164200,248.164200,248.164200,248.164200,248.164200,0
2019-08-07,247.479706,247.479706,247.479706,247.479706,247.479706,0
2019-08-08,247.955994,247.955994,247.955994,247.955994,247.955994,0
2019-08-09,247.672394,247.672394,247.672394,247.672394,247.672394,0
2019-08-12,248.430893,248.430893,248.430893,248.430893,248.430893,0
2019-08-13,248.674393,248.674393,248.674393,248.674393,248.674393,0
2019-08-14,250.735397,250.735397,250.735397,250.735397,250.735397,0
2019-08-15,252.701096,252.701096,252.701096,252.701096,252.701096,0
2019-08-16,252.447403,252.447403,252.447403,252.447403,252.447403,0
2019-08-19,251.864594,251.864594,251.864594,251.864594,251.864594,0
2019-08-20,252.799500,252.799500,252.799500,252.799500,252.799500,0
2019-08-21,252.496399,252.496399,252.496399,252.496399,252.496399,0
2019-08-22,252.559692,252.559692,252.559692,252.559692,252.559692,0
2019-08-23,252.981201,252.981201,252.981201,252.981201,252.981201,0
2019-08-26,252.720001,252.720001,252.720001,252.720001,252.720001,0
2019-08-27,253.954498,253.954498,253.954498,253.954498,253.954498,0
2019-08-28,254.655396,254.655396,254.655396,254.655396,254.655396,0
2019-08-29,254.626205,254.626205,254.626205,254.626205,254.626205,0
2019-08-30,255.938507,255.938507,255.938507,255.938507,255.938507,0
2019-09-02,257.161713,257.161713,257.161713,257.161713,257.161713,0
2019-09-03,257.277008,257.277008,257.277008,257.277008,257.277008,0
2019-09-04,256.086304,256.086304,256.086304,256.086304,256.086304,0
2019-09-05,254.386505,254.386505,254.386505,254.386505,254.386505,0
2019-09-06,254.521896,254.521896,254.521896,254.521896,254.521896,0
2019-09-09,253.225494,253.225494,253.225494,253.225494,253.225494,0
2019-09-10,252.088593,252.088593,252.088593,252.088593,252.088593,0
2019-09-11,252.871597,252.871597,252.871597,252.871597,252.871597,0
2019-09-12,251.798004,251.798004,251.798004,251.798004,251.798004,0
2019-09-13,248.896606,248.896606,248.896606,248.896606,248.896606,0
2019-09-16,251.714203,251.714203,251.714203,251.714203,251.714203,0
2019-09-17,250.994797,250.994797,250.994797,250.994797,250.994797,0
2019-09-18,251.056793,251.056793,251.056793,251.056793,251.056793,0
2019-09-19,251.371201,251.371201,251.371201,251.371201,251.371201,0
2019-09-20,253.594406,253.594406,253.594406,253.594406,253.594406,0
2019-09-23,254.304001,254.304001,254.304001,254.304001,254.304001,0
2019-09-24,255.074997,255.074997,255.074997,255.074997,255.074997,0
2019-09-25,254.751694,254.751694,254.751694,254.751694,254.751694,0
2019-09-26,255.464493,255.464493,255.464493,255.464493,255.464493,0
2019-09-27,255.513199,255.513199,255.513199,255.513199,255.513199,0
2019-09-30,256.842987,256.842987,256.842987,256.842987,256.842987,0
2019-10-01,256.884186,256.884186,256.884186,256.884186,256.884186,0
2019-10-02,256.434998,256.434998,256.434998,256.434998,256.434998,0
2019-10-04,256.916412,256.916412,256.916412,256.916412,256.916412,0
2019-10-07,256.023407,256.023407,256.023407,256.023407,256.023407,0
2019-10-08,257.080811,257.080811,257.080811,257.080811,257.080811,0
2019-10-09,256.138397,256.138397,256.138397,256.138397,256.138397,0
2019-10-10,254.247803,254.247803,254.247803,254.247803,254.247803,0
2019-10-11,252.885101,252.885101,252.885101,252.885101,252.885101,0
2019-10-14,253.638596,253.638596,253.638596,253.638596,253.638596,0
2019-10-15,252.796494,252.796494,252.796494,252.796494,252.796494,0
2019-10-16,252.831207,252.831207,252.831207,252.831207,252.831207,0
2019-10-17,251.373505,251.373505,251.373505,251.373505,251.373505,0
2019-10-18,251.075302,251.075302,251.075302,251.075302,251.075302,0
2019-10-21,250.479507,250.479507,250.479507,250.479507,250.479507,0
2019-10-22,251.367905,251.367905,251.367905,251.367905,251.367905,0
